std_x,std_y,std_z,mag_std,mag_range,mean_abs_diff,dom_freq,zero_cross,filename,label
0.0003289626838326562,0.0005769374624727708,0.0004762343879194148,0.0004828885062299555,0.0013150165267148406,1.1868412587023215e-05,0.0975609756097561,2,43_20260920192702,2
0.0004963173844273011,0.0002879663452939923,0.000675748204252539,0.0006694421187277503,0.001880454588545355,1.381958982848212e-05,0.099009900990099,1,44_20260920192713,2
0.0004779947637082628,0.00019309293592619677,0.0002984596066340785,0.00029795332373062585,0.0007804424347732652,1.0384387561008628e-05,0.1941747572815534,3,45_20260920192724,2
0.00040362552801252337,0.0007167434181158585,0.0004041422020526071,0.0004023995499644865,0.0011760527961970357,7.723891434778403e-06,0.09049773755656108,3,46_20260920192736,2
6.859122035685786e-05,0.0004371155173274482,0.00018919061713005558,0.0001915315421094186,0.0006593741612215265,5.7107403928643296e-06,0.099009900990099,2,47_20260920192747,2
0.0003759334047160393,0.0003222088462508846,0.0008127518843167606,0.0008181401423981502,0.002386478157091032,1.7676606150100106e-05,0.0970873786407767,2,48_20260920192759,2
0.017185847954447202,0.00991384497815782,0.000888674127818144,0.0009094640949343782,0.0025961509406939864,2.3629508748453715e-05,0.09090909090909091,5,49_20260920192811,2
0.0067269121741133295,0.016705750863641337,0.0007827009077066143,0.0008730759032238974,0.002273082718585284,3.28175984076162e-05,0.18518518518518517,3,50_20260920192823,2
0.0006162082798270563,0.0005490784542514967,0.0006767854891363891,0.0006670110665644357,0.0017489491019146985,1.1806489153712378e-05,0.09852216748768472,1,51_20260920192834,2
0.0004499863806859889,0.00043054925952017923,0.0003126869214480994,0.00032271482280780744,0.0008061134807813009,7.7320647622905e-06,0.09615384615384615,2,52_20260920192845,2
0.0001513131268279651,0.0004856249516313028,0.0007297683477863475,0.0007137666931935762,0.0022605349722151225,1.1073804830169067e-05,0.18691588785046728,1,53_20260920192857,2
0.00019455395933130445,0.00037924096124698623,0.001101823745628,0.0011105909231276672,0.0026848518065301086,3.1489454219786705e-05,0.09852216748768472,2,54_20260920192908,2
0.0006475092168345652,0.0007816154940677728,0.0009855769165499665,0.0010096502424032266,0.0028654140656775295,2.0215567811083117e-05,0.0956937799043062,1,55_20260920192919,2
0.0007680424732530072,0.00014013747324419026,0.0004149339161289072,0.00041436256083258175,0.0013797596900697595,1.3262273221974516e-05,0.09009009009009007,2,56_20260920192931,2
0.0003508478235718823,0.00024592838617101625,0.00029079926795688753,0.00029264363931742315,0.000807688260215933,4.014064242746263e-06,0.09009009009009007,1,57_20260920192944,2
0.0004164735788619183,0.00045455299669105146,0.0003399596529931975,0.0003431446881070385,0.0009014536590459254,6.902488256259388e-06,0.09009009009009007,1,58_20260920192956,2
0.0005781878682783489,0.0002058903930442976,0.00045591118316116135,0.00044948603102054494,0.0014542872531588813,7.469371611430541e-06,0.099009900990099,1,59_20260920193007,2
0.00016811527320700128,0.0005788060634500145,0.0004575063567519013,0.0004553416683753898,0.0012693165403812046,1.1363989999890215e-05,0.0947867298578199,2,60_20260920193018,2
0.0009186740203148112,0.0004985843852708755,0.0004937884803623747,0.0005080010215382026,0.001349295212526913,1.3397217218543764e-05,0.09009009009009007,2,61_20260920193030,2
0.004713900490318568,0.007194125118159393,0.018157891183272955,0.012948478863465828,0.04534195074288894,0.0004433312992098506,0.18604651162790697,3,81_20260920193417,0
0.00273427145641785,0.005346227935710253,0.01890839077034041,0.014674845514412999,0.04949458881042579,0.0004436764881335411,0.08968609865470852,2,82_20260920193429,0
0.011309345292411304,0.00616845830651441,0.0030940166597260353,0.003932639945626783,0.013755223412783457,0.00016596120849251015,0.099009900990099,4,83_20260920193440,0
0.009739777912854257,0.0056516102393548056,0.005656927678293356,0.006516395361819838,0.02201882454176496,0.00021267004854767362,0.09302325581395349,2,84_20260920193451,0
0.005064703947127614,0.0032439228610379807,0.010075499930762158,0.006959900961609544,0.023485619210661945,0.00023727936241093033,0.09009009009009007,3,85_20260920193503,0
0.002729873656134982,0.002948924409397275,0.01781077600411022,0.013743322818357197,0.040859642689890285,0.00046958892180323634,0.099009900990099,2,86_20260920193515,0
0.0024171588794905338,0.005975741438229835,0.029576598501462957,0.02178126065054266,0.07055881326388092,0.0006174764781327781,0.18518518518518517,3,87_20260920193526,0
0.0037548240402947896,0.004934241181830418,0.02095072273195357,0.016201530507633795,0.04668249889548248,0.0006251692473692182,0.18018018018018014,3,88_20260920193538,0
0.005358749505617696,0.001502441309756582,0.005264452487228446,0.005175835700705438,0.014822654503484411,8.412320783119124e-05,0.099009900990099,1,89_20260920193549,0
0.004065771464445448,0.004090207814572103,0.010503033824669309,0.00717380819324155,0.0269874514519024,0.00026125771052598254,0.09174311926605504,4,90_20260920193600,0
0.004424505720357155,0.003989233969862298,0.013735419163112342,0.01075187220286084,0.037262158546028545,0.00034853419212704567,0.09009009009009007,2,91_20260920193612,0
0.004611375313849302,0.004503385216337804,0.01473686523885173,0.011667271881026002,0.041925085567448894,0.00037565254940770306,0.099009900990099,3,92_20260920193623,0
0.0027122859703313574,0.0021471935416806785,0.0047706619180094105,0.003996034649447567,0.012278161472661475,0.00010683952534719217,0.09174311926605504,2,93_20260920193634,0
0.0020291717443757253,0.0014784653117623713,0.0032818822734100935,0.0031762373756701453,0.008831377474552982,8.727715480184483e-05,0.09049773755656108,2,94_20260920193646,0
0.0050310784408236576,0.004040770305557478,0.008921576520342856,0.006478973837194042,0.02083459520031994,0.00019411859364090527,0.099009900990099,3,95_20260920193657,0
0.004045305181102432,0.00463184557775714,0.019118836569819844,0.015787709306945476,0.0563870787624402,0.0005443858473843163,0.18348623853211007,4,96_20260920193708,0
0.00366570890792588,0.0050190502127885495,0.014716164499435016,0.009968095072652573,0.03314376637469452,0.0003303070244330931,0.18018018018018014,3,97_20260920193721,0
0.00501461329789023,0.011597612615398902,0.026516184623062707,0.020658210079586334,0.10197768183462119,0.0009448797194187726,0.099009900990099,3,98_20260920193732,0
0.011996783640601784,0.006282991809231097,0.04540047011058783,0.03375230240743833,0.10979842639342985,0.0010495743308650818,0.18348623853211007,3,99_20260920193743,0
0.012521879341596893,0.004684743303433347,0.005549799908415894,0.005246235941093351,0.01553575579366584,0.00019326136169135698,0.18018018018018014,3,100_20260920193755,0
0.0024898943544441805,0.0011507741820500916,0.0024978100725584307,0.00246249756429724,0.008236815795790275,6.709884206421794e-05,0.091324200913242,1,105_20260920193851,1
0.008199420889174384,0.0026703563629478493,0.006260399411045622,0.005804996017244522,0.02109720860426867,0.00016876157647355711,0.09009009009009007,6,106_20260920193903,1
0.007217298406733506,0.002601644267840965,0.023598587805982882,0.01833181688177866,0.05606844523593202,0.0005338896874175844,0.099009900990099,4,107_20260920193915,1
0.006964564773715555,0.005572324171423883,0.02212342781127347,0.015293927981250127,0.04433680457303191,0.00026726739968512697,0.09090909090909091,1,108_20260920193926,1
0.006978116771436552,0.0037785073420455654,0.00903092091452291,0.007576397626966975,0.02619570850623132,0.00026985942018428,0.09009009009009007,2,109_20260920193938,1
0.005985594776884694,0.008015890127109942,0.024626697318835405,0.019416080366281854,0.06428716951759061,0.0007892890582570831,0.099009900990099,2,110_20260920193949,1
0.0038106468153167256,0.003113419354352527,0.017338608719554803,0.01274733666396286,0.03882401019515336,0.00026029258975650293,0.091324200913242,1,111_20260920194000,1
0.0030311005160438623,0.0008553483916132836,0.010009584885819788,0.008057168335789879,0.02413194263769669,0.00013876370250304797,0.09049773755656108,1,112_20260920194012,1
0.0024629233440350688,0.0021420516137625046,0.0027747670801419387,0.0032627592925667764,0.010496855387241322,7.357620453434553e-05,0.099009900990099,1,113_20260920194023,1
0.0161117181725072,0.006587555357462715,0.01217171619488066,0.01333906774276989,0.043175874786237856,0.000374894782064059,0.091324200913242,2,114_20260920194034,1
0.0016629456888391364,0.004417095073245845,0.0011164956030937452,0.002051396653314489,0.009572618005585398,6.205034364626581e-05,0.09009009009009007,3,115_20260920194046,1
0.0015703905593528879,0.00046955481199768655,0.003401204665793378,0.002950771375723077,0.0075785264995760215,8.168471069890553e-05,0.099009900990099,2,116_20260920194057,1
0.003419918035271236,0.0008554901674743166,0.0019638416822910293,0.0020449696452976224,0.006201482480571174,5.0961739310312055e-05,0.09174311926605504,2,117_20260920194109,1
0.02909627456409768,0.014934232950372776,0.005437627178177506,0.01354795202343573,0.05650670729968066,0.00030752188927823514,0.09009009009009007,1,118_20260920194121,1
0.03932316050964402,0.019662454436418158,0.032283962167338295,0.026411408135767207,0.09133397513720909,0.0010457425854988748,0.099009900990099,2,119_20260920194132,1
0.08438408595727193,0.04723966268602075,0.04105819492098426,0.047923921319669466,0.1886371211469925,0.0019060508970609863,0.091324200913242,2,120_20260920194143,1
0.001398999435147684,0.008751535946017125,0.008652257999152785,0.006892648165292757,0.030752071543733606,0.000310083437601204,0.099009900990099,4,122_20260920194206,2
0.2869838800434294,0.012371700348507,0.038848195699463406,0.026770346135341343,0.10740299295185007,0.0013828939948590246,0.091324200913242,4,123_20260920194217,2
0.1400912446365899,0.05644861224179175,0.049047588379735135,0.07684634145407918,0.3281762552955517,0.0023200270835879314,0.18018018018018014,5,124_20260920194229,2
0.01902809564190555,0.01695822445463441,0.01123863785761167,0.01050591953231389,0.04167846381491702,0.00041309134263610225,0.099009900990099,1,125_20260920194240,2
0.008174204755914617,0.015722698658245014,0.004509988340451559,0.003220141557848973,0.01350338193718581,0.00015570749673289312,0.09090909090909091,3,126_20260920194251,2
0.06003144955561645,0.04230262877591766,0.047974607005013555,0.026855229477360312,0.10605897164864686,0.001031248194899029,0.17937219730941703,3,127_20260920194304,2
0.49600346626025976,0.26555703316240514,0.05445916998999028,0.1161704142042413,0.48372178705323665,0.004422490424907362,0.099009900990099,1,128_20260920194315,2
0.15951647472472053,0.11483073332666541,0.14196810797316586,0.14175517838366422,0.4237715118349613,0.0045240919293125835,0.18181818181818182,3,129_20260920194326,2
0.10324635407492803,0.0566128468061458,0.12668398803189393,0.09129687072375729,0.3362499066114141,0.0027599915735173806,0.099009900990099,3,130_20260920194337,2
0.3331924867274783,0.1493175257714716,0.13199839083544665,0.1292838158869557,0.4200016251601316,0.004566585350192646,0.09009009009009007,5,131_20260920194349,2
0.3447410764209553,0.2081469725281897,0.17267794509207385,0.23948391250672404,0.7994742949855616,0.007182527859576577,0.09009009009009007,1,132_20260920194401,2
0.02758083259072749,0.09625314845264282,0.03272372718348593,0.053650491582347234,0.16565051477491122,0.0016256943809294445,0.0980392156862745,2,133_20260920194412,2
0.13284212601849582,0.027976765423025143,0.02755447021771647,0.05995661544955019,0.17562308402954363,0.002227857328171954,0.19704433497536944,4,134_20260920194424,2
0.3727327238221868,0.20563052405369295,0.1929753732767301,0.17448787230792884,0.6505417781572337,0.007201379900251753,0.09049773755656108,3,135_20260920194436,2
0.3623810488889534,0.1438405959393333,0.15288392915613258,0.2220718536168369,0.6107016655019796,0.0081678266145767,0.09852216748768472,3,136_20260920194447,2
0.30032404032590954,0.054607393768332915,0.1410883381626083,0.1354724531566034,0.43441596263613713,0.0043716250862891,0.09009009009009007,4,137_20260920194458,2
0.20842549507908636,0.05082287908943183,0.01580355286852899,0.019371565214434755,0.09537793432750119,0.0012163246052163366,0.18018018018018014,4,138_20260920194510,2
0.08693132528853527,0.04332971473370469,0.026810213352490377,0.027478998042437253,0.08430078542710684,0.0012669863940123318,0.09852216748768472,5,139_20260920194521,2
0.016715744490712454,0.015107066149721012,0.023107680499230225,0.025484416966148202,0.08075852949194384,0.0006590454275537955,0.18018018018018014,3,140_20260920194532,2
0.0031583605195265475,0.015815877630902916,0.01364673382394504,0.011730298870531213,0.03965372940165757,0.0005407068423881236,0.17937219730941703,3,141_20260920194544,2
0.037218158853229745,0.011928851289435325,0.009165929950413168,0.014494414018722255,0.04625378162413907,0.0005543966805517792,0.099009900990099,2,142_20260920194555,2
0.11612430974297401,0.04313787118051887,0.06778810560054366,0.044383290731266206,0.13352644529063773,0.001701887690935003,0.09049773755656108,4,143_20260920194606,2
0.16329639598473036,0.0370154318401122,0.07401369476096213,0.08195779726821831,0.24670845141290498,0.0030647319195155126,0.08968609865470852,4,144_20260920194619,2
0.020037377222108042,0.029934275721126256,0.022947345788751076,0.019714380039911206,0.08601031722655172,0.0008536312284842109,0.099009900990099,3,145_20260920194630,2
0.019370665883840215,0.009715527149943403,0.006292458779369164,0.007484951418216908,0.022138468903045494,0.0001644507381700774,0.09049773755656108,1,146_20260920194641,2
0.00784961046371121,0.01658302084127009,0.009344503370101,0.009771127518469088,0.029141381674097078,0.00029808804043111826,0.09009009009009007,3,147_20260920194653,2
0.5039988448571763,0.10146199023335721,0.21055049466562198,0.22051770497359363,0.7074382992523782,0.0074574416650806975,0.099009900990099,5,148_20260920194704,2
0.3519471227256425,0.06119477984527404,0.10596590977595544,0.05374061919365068,0.2692646671504616,0.003197524567471801,0.09009009009009007,2,149_20260920194715,2
0.6899728694823654,0.06939111121829405,0.37593419095250236,0.19532027369991256,0.5610525324407896,0.0075666554242167835,0.08968609865470852,3,150_20260920194727,2
0.06121983599938276,0.04038934182528725,0.18156005605274933,0.17623818176617898,0.505209973911177,0.004895588494796147,0.099009900990099,2,151_20260920194738,2
0.3051504165664453,0.04740152671184223,0.04880202061139347,0.07144133017491615,0.22497100107438162,0.0023224688181480145,0.18099547511312217,3,152_20260920194749,2
0.0993337079386227,0.02774682676947765,0.06063252361259334,0.0624236019771189,0.18877189723347487,0.00256096849120902,0.18099547511312217,4,153_20260920194801,2
0.08849448779087425,0.03254789308773838,0.04294651577063061,0.047732373999161554,0.1568119891866392,0.0017568631802683033,0.09950248756218905,5,154_20260920194812,2
0.4234288573684588,0.14655372465184463,0.3220926495875373,0.34644697342175346,1.1054341439112767,0.012119833755695236,0.18099547511312217,4,155_20260920194823,2
0.46893703156420885,0.11204492508979327,0.3854529327875526,0.33615761585438525,0.98732764278115,0.012890462045159371,0.18018018018018014,3,156_20260920194836,2
1.046857339295459,0.6415029492329191,0.21490706071547022,0.26864059849170924,1.223269218744313,0.018414091619071763,0.198019801980198,4,157_20260920194847,2
0.7491366282207704,0.4930486642769873,0.35223736383208254,0.4936727717210346,1.7159569760504687,0.020045884261111677,0.09009009009009007,2,158_20260920194858,2
0.5773207202524798,0.21960299935353636,0.3037635879528402,0.33943562743920513,1.2553437004952928,0.012300630754863715,0.09049773755656108,3,159_20260920194910,2
0.4175750501710174,0.448837950998663,0.1072725255111436,0.22084224798348878,0.8209610350220534,0.010202488169625872,0.09950248756218905,2,160_20260920194921,2
0.02536530072388496,0.4065668321914231,0.1778142818394153,0.23863757541054814,0.7159181086585459,0.00544821315751991,0.18181818181818182,1,161_20260920194932,2
0.10476402248064023,0.3182689444700416,0.24745067116567745,0.23822994055186683,0.8192334058157635,0.0078008807987090525,0.09090909090909091,2,162_20260920194944,2
0.17165638343057688,0.5327677759420283,0.27974231703716274,0.45282332889209326,1.2994528990443963,0.01077723654258867,0.09950248756218905,1,163_20260920194955,2
0.2942466741107056,0.4327304143556197,0.08257660795707017,0.19540007748539215,0.7117628115634912,0.008061793354660148,0.09009009009009007,2,164_20260920195006,2
0.21395024666648915,0.40924606042081796,0.3816179953245684,0.3879910633297738,1.2934029948317138,0.013918982192768277,0.09049773755656108,3,165_20260920195018,2
0.00870382919115432,0.033987008268915875,0.008540281253133112,0.0041878777557410275,0.015031633970933878,0.0002820245169349057,0.198019801980198,5,166_20260920195029,2
0.03605307168255439,0.05275757933604325,0.01552520864076942,0.017987270027936177,0.05599207506778714,0.00040408427279027114,0.09009009009009007,3,167_20260920195040,2
0.011553146059503453,0.02853924780086137,0.005604105010461954,0.005902190680781561,0.01822514048429269,0.00020746079010943415,0.18099547511312217,3,168_20260920195053,2
0.0066502429609920565,0.018828536578105178,0.010604123276591368,0.009497337692249462,0.02902829977400112,0.00031809231499892887,0.099009900990099,2,169_20260920195104,2
